,Media,Positive score,Neutral score,Negative score,Compound score,Date Created,Tweets Ago
50,nytimes,0.0,1.0,0.0,0.0,2018-08-28 19:15:01+00:00,-50
51,nytimes,0.0,1.0,0.0,0.0,2018-08-28 19:07:05+00:00,-51
52,nytimes,0.0,0.804,0.196,-0.5267,2018-08-28 19:00:08+00:00,-52
53,nytimes,0.375,0.625,0.0,0.6369,2018-08-28 18:55:28+00:00,-53
54,nytimes,0.098,0.902,0.0,0.3612,2018-08-28 18:45:05+00:00,-54
55,nytimes,0.0,1.0,0.0,0.0,2018-08-28 18:30:06+00:00,-55
56,nytimes,0.0,1.0,0.0,0.0,2018-08-28 18:25:06+00:00,-56
57,nytimes,0.0,1.0,0.0,0.0,2018-08-28 18:22:58+00:00,-57
58,nytimes,0.179,0.821,0.0,0.4019,2018-08-28 18:15:07+00:00,-58
59,nytimes,0.0,1.0,0.0,0.0,2018-08-28 18:04:04+00:00,-59
60,nytimes,0.0,1.0,0.0,0.0,2018-08-28 18:02:03+00:00,-60
61,nytimes,0.0,1.0,0.0,0.0,2018-08-28 18:00:08+00:00,-61
62,nytimes,0.0,0.938,0.062,-0.1531,2018-08-28 17:30:08+00:00,-62
63,nytimes,0.0,0.876,0.124,-0.3724,2018-08-28 17:20:06+00:00,-63
64,nytimes,0.103,0.897,0.0,0.3182,2018-08-28 17:10:09+00:00,-64
65,nytimes,0.0,0.9,0.1,-0.25,2018-08-28 17:00:06+00:00,-65
66,nytimes,0.0,1.0,0.0,0.0,2018-08-28 16:45:04+00:00,-66
67,nytimes,0.0,1.0,0.0,0.0,2018-08-28 16:40:07+00:00,-67
68,nytimes,0.252,0.748,0.0,0.7506,2018-08-28 16:30:09+00:00,-68
69,nytimes,0.12,0.788,0.091,0.1779,2018-08-28 16:15:10+00:00,-69
70,nytimes,0.0,1.0,0.0,0.0,2018-08-28 16:00:13+00:00,-70
71,nytimes,0.0,1.0,0.0,0.0,2018-08-28 15:52:01+00:00,-71
72,nytimes,0.0,0.708,0.292,-0.765,2018-08-28 15:45:10+00:00,-72
73,nytimes,0.149,0.851,0.0,0.4215,2018-08-28 15:30:08+00:00,-73
74,nytimes,0.0,0.757,0.243,-0.6997,2018-08-28 15:20:07+00:00,-74
75,nytimes,0.0,0.87,0.13,-0.4019,2018-08-28 15:10:07+00:00,-75
76,nytimes,0.0,0.672,0.328,-0.8316,2018-08-28 15:00:09+00:00,-76
77,nytimes,0.155,0.845,0.0,0.5106,2018-08-28 14:44:05+00:00,-77
78,nytimes,0.0,0.791,0.209,-0.6486,2018-08-28 14:29:03+00:00,-78
79,nytimes,0.0,0.85,0.15,-0.4588,2018-08-28 14:00:07+00:00,-79
80,nytimes,0.0,0.874,0.126,-0.3818,2018-08-28 13:50:03+00:00,-80
81,nytimes,0.25,0.75,0.0,0.6124,2018-08-28 13:40:03+00:00,-81
82,nytimes,0.167,0.833,0.0,0.2023,2018-08-28 13:15:08+00:00,-82
83,nytimes,0.0,1.0,0.0,0.0,2018-08-28 13:00:08+00:00,-83
84,nytimes,0.111,0.889,0.0,0.25,2018-08-28 12:45:04+00:00,-84
85,nytimes,0.0,1.0,0.0,0.0,2018-08-28 12:30:17+00:00,-85
86,nytimes,0.108,0.502,0.391,-0.836,2018-08-28 12:14:04+00:00,-86
87,nytimes,0.0,0.881,0.119,-0.2263,2018-08-28 12:01:04+00:00,-87
88,nytimes,0.0,0.885,0.115,-0.296,2018-08-28 11:44:06+00:00,-88
89,nytimes,0.0,0.864,0.136,-0.4588,2018-08-28 11:31:05+00:00,-89
90,nytimes,0.0,0.642,0.358,-0.5994,2018-08-28 11:21:05+00:00,-90
91,nytimes,0.176,0.824,0.0,0.4576,2018-08-28 11:10:05+00:00,-91
92,nytimes,0.132,0.868,0.0,0.4939,2018-08-28 11:00:11+00:00,-92
93,nytimes,0.0,1.0,0.0,0.0,2018-08-28 10:45:07+00:00,-93
94,nytimes,0.0,1.0,0.0,0.0,2018-08-28 10:31:03+00:00,-94
95,nytimes,0.186,0.599,0.216,-0.128,2018-08-28 10:15:03+00:00,-95
96,nytimes,0.049,0.672,0.28,-0.802,2018-08-28 10:00:08+00:00,-96
97,nytimes,0.0,1.0,0.0,0.0,2018-08-28 09:45:04+00:00,-97
98,nytimes,0.15,0.85,0.0,0.5719,2018-08-28 09:30:04+00:00,-98
99,nytimes,0.0,0.838,0.162,-0.2732,2018-08-28 09:15:06+00:00,-99
0,CBS,0.0,1.0,0.0,0.0,2018-08-27 23:36:57+00:00,0
1,CBS,0.0,0.879,0.121,-0.4389,2018-08-24 20:30:16+00:00,-1
2,CBS,0.0,1.0,0.0,0.0,2018-08-22 20:55:25+00:00,-2
3,CBS,0.0,1.0,0.0,0.0,2018-08-22 20:10:12+00:00,-3
4,CBS,0.171,0.829,0.0,0.5423,2018-08-20 21:59:56+00:00,-4
5,CBS,0.113,0.887,0.0,0.3182,2018-08-17 17:42:02+00:00,-5
6,CBS,0.0,1.0,0.0,0.0,2018-08-16 18:40:09+00:00,-6
7,CBS,0.092,0.72,0.188,-0.5267,2018-08-16 00:09:03+00:00,-7
8,CBS,0.0,1.0,0.0,0.0,2018-08-12 23:30:02+00:00,-8
9,CBS,0.126,0.874,0.0,0.4389,2018-08-12 15:04:59+00:00,-9
10,CBS,0.0,0.897,0.103,-0.3182,2018-08-11 18:00:00+00:00,-10
11,CBS,0.144,0.856,0.0,0.4926,2018-08-11 15:00:02+00:00,-11
12,CBS,0.419,0.581,0.0,0.8957,2018-08-10 22:28:55+00:00,-12
13,CBS,0.0,1.0,0.0,0.0,2018-08-10 19:59:14+00:00,-13
14,CBS,0.255,0.745,0.0,0.6696,2018-08-09 21:00:00+00:00,-14
15,CBS,0.28,0.72,0.0,0.7901,2018-08-09 18:47:00+00:00,-15
16,CBS,0.209,0.791,0.0,0.6696,2018-08-08 16:05:11+00:00,-16
17,CBS,0.0,1.0,0.0,0.0,2018-08-07 16:06:57+00:00,-17
18,CBS,0.111,0.889,0.0,0.3612,2018-08-06 00:20:55+00:00,-18
19,CBS,0.219,0.683,0.098,0.5411,2018-08-06 00:07:38+00:00,-19
20,CBS,0.106,0.894,0.0,0.3818,2018-08-06 00:02:58+00:00,-20
21,CBS,0.155,0.845,0.0,0.5093,2018-08-06 00:02:02+00:00,-21
22,CBS,0.0,1.0,0.0,0.0,2018-08-05 23:58:41+00:00,-22
23,CBS,0.306,0.694,0.0,0.8316,2018-08-05 23:44:39+00:00,-23
24,CBS,0.0,1.0,0.0,0.0,2018-08-05 23:41:21+00:00,-24
25,CBS,0.157,0.843,0.0,0.5994,2018-08-05 23:35:49+00:00,-25
26,CBS,0.0,1.0,0.0,0.0,2018-08-05 23:35:46+00:00,-26
27,CBS,0.173,0.827,0.0,0.5826,2018-08-05 23:16:25+00:00,-27
28,CBS,0.0,0.798,0.202,-0.5093,2018-08-05 23:12:39+00:00,-28
29,CBS,0.0,1.0,0.0,0.0,2018-08-05 23:10:20+00:00,-29
30,CBS,0.225,0.775,0.0,0.6041,2018-08-05 23:05:58+00:00,-30
31,CBS,0.147,0.853,0.0,0.3802,2018-08-05 23:01:25+00:00,-31
32,CBS,0.0,0.917,0.083,-0.2057,2018-08-05 22:58:41+00:00,-32
33,CBS,0.0,1.0,0.0,0.0,2018-08-05 22:58:36+00:00,-33
34,CBS,0.0,0.936,0.064,-0.0572,2018-08-05 22:53:12+00:00,-34
35,CBS,0.059,0.82,0.121,-0.3612,2018-08-05 22:52:24+00:00,-35
36,CBS,0.138,0.862,0.0,0.4939,2018-08-05 22:49:06+00:00,-36
37,CBS,0.0,1.0,0.0,0.0,2018-08-05 22:46:49+00:00,-37
38,CBS,0.175,0.825,0.0,0.4926,2018-08-05 22:32:37+00:00,-38
39,CBS,0.123,0.877,0.0,0.2732,2018-08-05 22:32:30+00:00,-39
40,CBS,0.095,0.905,0.0,0.2716,2018-08-05 22:16:36+00:00,-40
41,CBS,0.0,0.867,0.133,-0.4973,2018-08-05 22:16:29+00:00,-41
42,CBS,0.0,1.0,0.0,0.0,2018-08-05 22:16:19+00:00,-42
43,CBS,0.0,0.886,0.114,-0.4019,2018-08-05 22:05:44+00:00,-43
44,CBS,0.0,0.793,0.207,-0.6908,2018-08-05 22:00:47+00:00,-44
45,CBS,0.0,1.0,0.0,0.0,2018-08-05 21:48:41+00:00,-45
46,CBS,0.286,0.714,0.0,0.8555,2018-08-05 21:48:36+00:00,-46
47,CBS,0.234,0.766,0.0,0.5994,2018-08-05 21:48:29+00:00,-47
48,CBS,0.208,0.792,0.0,0.6124,2018-08-05 21:31:15+00:00,-48
49,CBS,0.105,0.742,0.153,-0.2748,2018-08-05 20:58:52+00:00,-49
50,CBS,0.0,1.0,0.0,0.0,2018-08-05 20:56:17+00:00,-50
51,CBS,0.0,0.875,0.125,-0.4588,2018-08-05 20:10:33+00:00,-51
52,CBS,0.0,1.0,0.0,0.0,2018-08-05 19:43:38+00:00,-52
53,CBS,0.0,1.0,0.0,0.0,2018-08-05 19:22:22+00:00,-53
54,CBS,0.204,0.796,0.0,0.6249,2018-08-05 19:21:28+00:00,-54
55,CBS,0.098,0.823,0.079,0.1384,2018-08-05 19:16:45+00:00,-55
56,CBS,0.0,1.0,0.0,0.0,2018-08-05 19:15:53+00:00,-56
57,CBS,0.182,0.818,0.0,0.4588,2018-08-05 18:54:24+00:00,-57
58,CBS,0.0,1.0,0.0,0.0,2018-08-05 18:01:09+00:00,-58
59,CBS,0.0,1.0,0.0,0.0,2018-08-05 17:55:07+00:00,-59
60,CBS,0.0,1.0,0.0,0.0,2018-08-05 17:51:13+00:00,-60
61,CBS,0.0,1.0,0.0,0.0,2018-08-05 17:47:01+00:00,-61
62,CBS,0.073,0.853,0.074,-0.0018,2018-08-05 17:39:48+00:00,-62
63,CBS,0.0,1.0,0.0,0.0,2018-08-05 17:28:37+00:00,-63
64,CBS,0.182,0.599,0.219,-0.0602,2018-08-05 17:28:03+00:00,-64
65,CBS,0.16,0.735,0.105,0.1761,2018-08-05 17:27:46+00:00,-65
66,CBS,0.123,0.767,0.11,0.1027,2018-08-05 17:27:41+00:00,-66
67,CBS,0.13,0.746,0.123,0.0498,2018-08-05 17:27:31+00:00,-67
68,CBS,0.182,0.818,0.0,0.6114,2018-08-05 14:47:12+00:00,-68
69,CBS,0.083,0.917,0.0,0.2263,2018-08-04 22:57:37+00:00,-69
70,CBS,0.0,1.0,0.0,0.0,2018-08-04 00:24:55+00:00,-70
71,CBS,0.24,0.76,0.0,0.6124,2018-08-03 22:34:08+00:00,-71
72,CBS,0.469,0.531,0.0,0.9098,2018-07-31 21:02:33+00:00,-72
73,CBS,0.124,0.876,0.0,0.34,2018-07-28 16:43:56+00:00,-73
74,CBS,0.187,0.813,0.0,0.5707,2018-07-25 17:25:36+00:00,-74
75,CBS,0.0,1.0,0.0,0.0,2018-07-25 15:12:31+00:00,-75
76,CBS,0.118,0.882,0.0,0.34,2018-07-25 01:05:03+00:00,-76
77,CBS,0.068,0.834,0.099,-0.1511,2018-07-24 18:54:14+00:00,-77
78,CBS,0.34,0.66,0.0,0.8293,2018-07-23 21:30:33+00:00,-78
79,CBS,0.073,0.927,0.0,0.128,2018-07-22 01:56:13+00:00,-79
80,CBS,0.0,0.891,0.109,-0.296,2018-07-21 00:55:28+00:00,-80
81,CBS,0.0,0.891,0.109,-0.296,2018-07-21 00:19:12+00:00,-81
82,CBS,0.0,0.736,0.264,-0.7964,2018-07-21 00:10:00+00:00,-82
83,CBS,0.0,0.82,0.18,-0.6597,2018-07-20 23:44:54+00:00,-83
84,CBS,0.095,0.905,0.0,0.3182,2018-07-20 22:29:36+00:00,-84
85,CBS,0.0,1.0,0.0,0.0,2018-07-20 21:39:09+00:00,-85
86,CBS,0.0,1.0,0.0,0.0,2018-07-20 15:08:23+00:00,-86
87,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:55:25+00:00,-87
88,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:29+00:00,-88
89,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:29+00:00,-89
90,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:29+00:00,-90
91,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:29+00:00,-91
92,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:29+00:00,-92
93,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:28+00:00,-93
94,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:28+00:00,-94
95,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:28+00:00,-95
96,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:28+00:00,-96
97,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:28+00:00,-97
98,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:28+00:00,-98
99,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:27+00:00,-99
0,fox,0.265,0.655,0.08,0.7258,2018-08-24 00:29:24+00:00,0
1,fox,0.261,0.739,0.0,0.7717,2018-08-22 03:39:28+00:00,-1
2,fox,0.095,0.905,0.0,0.2732,2018-08-21 23:51:22+00:00,-2
3,fox,0.147,0.619,0.233,-0.204,2018-08-20 23:03:43+00:00,-3
4,fox,0.283,0.717,0.0,0.7717,2018-08-20 00:00:09+00:00,-4
5,fox,0.0,0.811,0.189,-0.6072,2018-08-09 04:56:06+00:00,-5
6,fox,0.151,0.677,0.172,-0.1027,2018-08-08 02:12:41+00:00,-6
7,fox,0.091,0.909,0.0,0.128,2018-08-08 02:10:53+00:00,-7
8,fox,0.118,0.728,0.153,-0.1945,2018-08-08 02:08:41+00:00,-8
9,fox,0.404,0.596,0.0,0.8316,2018-08-08 02:07:07+00:00,-9
10,fox,0.167,0.833,0.0,0.5267,2018-08-08 01:59:38+00:00,-10
11,fox,0.324,0.676,0.0,0.7717,2018-08-08 01:57:04+00:00,-11
12,fox,0.188,0.812,0.0,0.5719,2018-08-08 01:54:45+00:00,-12
13,fox,0.464,0.536,0.0,0.9201,2018-08-08 01:50:21+00:00,-13
14,fox,0.0,1.0,0.0,0.0,2018-08-08 01:48:16+00:00,-14
15,fox,0.153,0.847,0.0,0.4019,2018-08-07 23:32:22+00:00,-15
16,fox,0.0,1.0,0.0,0.0,2018-08-07 23:32:15+00:00,-16
17,fox,0.132,0.868,0.0,0.4404,2018-08-07 23:28:56+00:00,-17
18,fox,0.245,0.755,0.0,0.7574,2018-08-07 23:06:06+00:00,-18
19,fox,0.482,0.518,0.0,0.4199,2018-08-04 03:47:44+00:00,-19
20,fox,0.583,0.417,0.0,0.4199,2018-08-04 03:27:03+00:00,-20
21,fox,0.276,0.724,0.0,0.7574,2018-08-04 03:12:25+00:00,-21
22,fox,0.551,0.449,0.0,0.8626,2018-08-04 03:05:32+00:00,-22
23,fox,0.148,0.852,0.0,0.5095,2018-08-04 03:04:39+00:00,-23
24,fox,0.562,0.438,0.0,0.8395,2018-08-04 03:04:32+00:00,-24
25,fox,0.482,0.518,0.0,0.4199,2018-08-04 03:03:40+00:00,-25
26,fox,0.191,0.809,0.0,0.5106,2018-08-04 03:03:16+00:00,-26
27,fox,0.0,1.0,0.0,0.0,2018-08-04 03:03:07+00:00,-27
28,fox,0.851,0.149,0.0,0.6908,2018-08-04 03:02:36+00:00,-28
29,fox,0.047,0.858,0.094,-0.2732,2018-08-04 03:01:15+00:00,-29
30,fox,0.187,0.813,0.0,0.3182,2018-08-04 03:00:55+00:00,-30
31,fox,0.234,0.766,0.0,0.6705,2018-08-04 03:00:48+00:00,-31
32,fox,0.225,0.775,0.0,0.4404,2018-08-04 02:43:00+00:00,-32
33,fox,0.0,0.632,0.368,-0.8714,2018-08-04 02:42:39+00:00,-33
34,fox,0.259,0.741,0.0,0.4215,2018-08-04 02:42:17+00:00,-34
35,fox,0.0,1.0,0.0,0.0,2018-08-04 02:41:59+00:00,-35
36,fox,0.127,0.873,0.0,0.4404,2018-08-04 02:41:51+00:00,-36
37,fox,0.12,0.73,0.15,-0.1779,2018-08-03 08:49:38+00:00,-37
38,fox,0.0,0.637,0.363,-0.886,2018-08-03 08:20:43+00:00,-38
39,fox,0.346,0.654,0.0,0.8398,2018-08-03 07:24:56+00:00,-39
40,fox,0.0,1.0,0.0,0.0,2018-08-03 07:21:15+00:00,-40
41,fox,0.0,1.0,0.0,0.0,2018-08-02 04:10:03+00:00,-41
42,fox,0.524,0.476,0.0,0.7644,2018-08-01 22:42:57+00:00,-42
43,fox,0.282,0.718,0.0,0.7702,2018-08-01 21:37:21+00:00,-43
44,fox,0.0,1.0,0.0,0.0,2018-08-01 06:18:32+00:00,-44
45,fox,0.482,0.518,0.0,0.4199,2018-08-01 06:16:28+00:00,-45
46,fox,0.163,0.773,0.064,0.4926,2018-08-01 06:13:13+00:00,-46
47,fox,0.206,0.721,0.072,0.5187,2018-08-01 06:12:58+00:00,-47
48,fox,0.157,0.843,0.0,0.4215,2018-08-01 02:35:19+00:00,-48
49,fox,0.203,0.551,0.246,-0.25,2018-08-01 02:32:40+00:00,-49
50,fox,0.0,0.577,0.423,-0.296,2018-08-01 02:18:01+00:00,-50
51,fox,0.0,1.0,0.0,0.0,2018-08-01 02:03:31+00:00,-51
52,fox,0.419,0.581,0.0,0.5574,2018-08-01 01:53:15+00:00,-52
53,fox,0.358,0.642,0.0,0.4199,2018-07-31 23:27:35+00:00,-53
54,fox,0.0,0.881,0.119,-0.4019,2018-07-31 22:58:07+00:00,-54
55,fox,0.222,0.778,0.0,0.6924,2018-07-19 22:21:10+00:00,-55
56,fox,0.0,1.0,0.0,0.0,2018-07-11 21:30:06+00:00,-56
57,fox,0.144,0.856,0.0,0.4926,2018-07-09 23:35:49+00:00,-57
58,fox,0.412,0.147,0.441,-0.0516,2018-07-09 20:12:02+00:00,-58
59,fox,0.48,0.52,0.0,0.5707,2018-07-09 19:43:29+00:00,-59
60,fox,0.592,0.408,0.0,0.4404,2018-07-09 19:43:13+00:00,-60
61,fox,0.507,0.493,0.0,0.4738,2018-07-09 19:43:04+00:00,-61
62,fox,0.0,1.0,0.0,0.0,2018-07-09 19:42:56+00:00,-62
63,fox,0.712,0.288,0.0,0.8718,2018-07-09 19:42:42+00:00,-63
64,fox,0.455,0.545,0.0,0.3612,2018-07-09 19:42:27+00:00,-64
65,fox,0.615,0.385,0.0,0.4926,2018-07-09 19:42:10+00:00,-65
66,fox,0.297,0.532,0.17,0.2942,2018-07-09 19:41:56+00:00,-66
67,fox,0.072,0.773,0.155,-0.2075,2018-07-09 17:17:20+00:00,-67
68,fox,0.592,0.408,0.0,0.4404,2018-07-09 17:06:00+00:00,-68
69,fox,0.329,0.671,0.0,0.6588,2018-07-09 13:04:47+00:00,-69
70,fox,0.0,1.0,0.0,0.0,2018-07-09 13:00:00+00:00,-70
71,fox,0.187,0.813,0.0,0.5574,2018-07-09 12:42:20+00:00,-71
72,fox,0.0,0.629,0.371,-0.7096,2018-07-09 08:03:22+00:00,-72
73,fox,0.163,0.837,0.0,0.5106,2018-07-08 19:48:49+00:00,-73
74,fox,0.0,1.0,0.0,0.0,2018-07-08 19:48:11+00:00,-74
75,fox,0.0,0.85,0.15,-0.4576,2018-07-08 19:45:15+00:00,-75
76,fox,0.0,0.9,0.1,-0.25,2018-07-08 19:06:16+00:00,-76
77,fox,0.193,0.807,0.0,0.555,2018-07-08 17:39:19+00:00,-77
78,fox,0.067,0.933,0.0,0.0772,2018-07-08 17:37:47+00:00,-78
79,fox,0.346,0.334,0.32,0.5499,2018-07-08 17:34:51+00:00,-79
80,fox,0.0,1.0,0.0,0.0,2018-07-07 15:23:42+00:00,-80
81,fox,0.209,0.791,0.0,0.6476,2018-07-06 23:22:17+00:00,-81
82,fox,0.0,1.0,0.0,0.0,2018-07-06 23:06:03+00:00,-82
83,fox,0.363,0.637,0.0,0.8126,2018-07-05 07:54:19+00:00,-83
84,fox,0.0,0.9,0.1,-0.2755,2018-07-05 00:18:14+00:00,-84
85,fox,0.135,0.865,0.0,0.3818,2018-07-04 00:40:38+00:00,-85
86,fox,0.246,0.599,0.156,0.3612,2018-07-04 00:15:15+00:00,-86
87,fox,0.559,0.441,0.0,0.8221,2018-07-04 00:11:33+00:00,-87
88,fox,0.742,0.258,0.0,0.8883,2018-07-04 00:09:55+00:00,-88
89,fox,0.12,0.72,0.16,0.0459,2018-07-04 00:08:19+00:00,-89
90,fox,0.0,0.93,0.07,-0.128,2018-07-03 23:57:36+00:00,-90
91,fox,0.072,0.84,0.088,-0.1027,2018-07-03 09:45:32+00:00,-91
92,fox,0.483,0.517,0.0,0.4215,2018-07-03 09:44:18+00:00,-92
93,fox,0.29,0.637,0.073,0.5267,2018-07-03 09:06:17+00:00,-93
94,fox,0.095,0.644,0.261,-0.5267,2018-07-03 09:03:13+00:00,-94
95,fox,0.0,0.898,0.102,-0.3612,2018-07-03 08:32:36+00:00,-95
96,fox,0.0,1.0,0.0,0.0,2018-07-03 08:28:42+00:00,-96
97,fox,0.0,0.843,0.157,-0.6249,2018-07-03 08:27:09+00:00,-97
98,fox,0.0,1.0,0.0,0.0,2018-07-03 08:24:21+00:00,-98
99,fox,0.146,0.854,0.0,0.4404,2018-07-03 08:22:45+00:00,-99
